text,intent
I appreciate your help,thank_you
e correct,yes
you be person or na machine,are_you_a_bot
I need to talk to someone about my account,speak_to_agent
"thank you, goodbye",goodbye
no please,no
give me 500MB data,buy_data_bundle
buy 5GB weekly data bundle,buy_data_bundle
come again,repeat
"I can't make calls, network is poor",report_network_issue
suspend my line immediately,block_sim
say that one more time,repeat
fund my line 100 naira,recharge_airtime
what offers do you have for me,check_offers
fund my line 50 naira,recharge_airtime
switch me from this plan to another one,change_plan
"block my SIM card, I lost my phone",block_sim
turn on roaming service for me,activate_roaming
load 10GB monthly data for me now,buy_data_bundle
purchase 500MB bundle,buy_data_bundle
"I don't want to continue, cancel it",cancel
I think my account has been compromised,report_fraud
show me my account balance,check_balance
check my data balance,check_data_balance
abeg cancel am,cancel
"I didn't hear you, say it again",repeat
phone my broda for me,call_contact
ok thank you,goodbye
yes please go ahead,yes
this network is disappointing me,general_complaint
buy me 500 naira recharge card,recharge_airtime
abeg yes na,yes
any promo available now,check_offers
thanks a lot,thank_you
"abeg block my SIM sharp sharp, dem steal my phone",block_sim
can you unblock this line for me,unblock_sim
report network problem,report_network_issue
abeg no,no
I want to raise an official complaint,general_complaint
purchase 1GB bundle,buy_data_bundle
cancel that,cancel
"never mind, cancel",cancel
I want to migrate to a new tariff,change_plan
no,no
"thank you, that helped me well",thank_you
I want to call my broda,call_contact
"your customer service is poor, I want to complain",general_complaint
how much airtime remain,check_balance
can you repeat that,repeat
move me to the cheaper plan,change_plan
na human dey answer me or na bot,are_you_a_bot
good morning,greeting
"abeg unblock my line, na mistake dem block am",unblock_sim
I want to file a complaint,general_complaint
please recharge my number with 200 naira,recharge_airtime
I want to recharge 500 naira,recharge_airtime
report suspicious activity on my account,report_fraud
no signal for my phone since morning,report_network_issue
please dial Blessing,call_contact
I want to switch to a different tariff plan,change_plan
how much data do I have left,check_data_balance
call my mum,call_contact
show my remaining data,check_data_balance
wetin be my balance now,check_balance
connect me to a customer care agent,speak_to_agent
put me through to an agent,speak_to_agent
abeg check my balance for me,check_balance
"that's all, bye",goodbye
transfer me to customer service,speak_to_agent
call Ngozi,call_contact
please set up roaming before my flight,activate_roaming
that's not correct,no
"deactivate this number now, it's not safe",block_sim
I am dissatisfied with the service provided,general_complaint
recharge my line with 200 naira,recharge_airtime
I want to flag unauthorized charges on my line,report_fraud
upgrade my plan to the premium one,change_plan
please put me on hold for an agent,speak_to_agent
I get complaint about how una dey handle customers,general_complaint
I want to subscribe to 500MB plan,buy_data_bundle
load 50 naira credit on my phone,recharge_airtime
I dey experience network issue for my location,report_network_issue
are there any discounts on data bundles,check_offers
I need roaming activated before my trip,activate_roaming
reactivate my line please,unblock_sim
I want to block this number urgently,block_sim
please dial Ngozi,call_contact
"I no like this plan again, change am for me",change_plan
call Blessing,call_contact
ring Chidi,call_contact
abeg I wan report one fraud transaction,report_fraud
I want to recharge 200 naira,recharge_airtime
buy 500MB data bundle,buy_data_bundle
I want to subscribe to 1GB plan,buy_data_bundle
I want to call Emeka,call_contact
buy me 50 naira recharge card,recharge_airtime
load 500 naira credit on my phone,recharge_airtime
I want to talk to a real person now,speak_to_agent
wetin be the latest offer,check_offers
my network is not working,report_network_issue
ring the office,call_contact
phone my mum for me,call_contact
list out your current promotions for me,check_offers
unblock this number for me,unblock_sim
I want to restore my blocked number,unblock_sim
fund my line 1000 naira,recharge_airtime
yes,yes
add 100 naira airtime abeg,recharge_airtime
top up my airtime with 1000 naira,recharge_airtime
abeg add 2GB data on my line,buy_data_bundle
please repeat,repeat
thank you very much,thank_you
show me current data promotions,check_offers
call Emeka,call_contact
I want to subscribe to 5GB weekly plan,buy_data_bundle
I want to know my balance,check_balance
activate 5GB weekly internet plan for me,buy_data_bundle
"my phone don loss, block the SIM abeg",block_sim
I want to cancel this,cancel
abeg how much data I still get,check_data_balance
give me 10GB monthly data,buy_data_bundle
load 5GB weekly data for me now,buy_data_bundle
abeg connect me to person wey fit help me,speak_to_agent
recharge my line with 500 naira,recharge_airtime
please recharge my number with 50 naira,recharge_airtime
top up my airtime with 200 naira,recharge_airtime
what is my current data usage balance,check_data_balance
phone Blessing for me,call_contact
I want to subscribe to 2GB plan,buy_data_bundle
buy 1GB data bundle,buy_data_bundle
I want to recharge 100 naira,recharge_airtime
recharge my line with 100 naira,recharge_airtime
ring Emeka,call_contact
purchase 5GB weekly bundle,buy_data_bundle
there is no network coverage where I am,report_network_issue
abeg add 5GB weekly data on my line,buy_data_bundle
I'm grateful for your help,thank_you
load 200 naira credit on my phone,recharge_airtime
I want to subscribe to 10GB monthly plan,buy_data_bundle
give me 2GB data,buy_data_bundle
give me 5GB weekly data,buy_data_bundle
top up my airtime with 50 naira,recharge_airtime
please dial my broda,call_contact
somebody don use my number scam person,report_fraud
phone Ngozi for me,call_contact
abeg add 1GB data on my line,buy_data_bundle
load 2GB data for me now,buy_data_bundle
give me 1GB data,buy_data_bundle
fund my line 500 naira,recharge_airtime
call Chidi,call_contact
help me change my subscription plan,change_plan
how much do i have in savings,check_balance
what's my checking balance,check_balance
what is status of my bank account,check_balance
what's my current bank savings,check_balance
what is my money market account balance,check_balance
is there enough money in my discover account for a vacation,check_balance
what is my balance in checking account,check_balance
what is remaining in my bank acccounts,check_balance
what's my savings balance at chase,check_balance
what amount of money is in my bank accounts,check_balance
is there enough money in my discover account for a new pair of jeans,check_balance
what's the total of my bank accounts,check_balance
how much do i have in my checking,check_balance
how much is left of mastercard,check_balance
what's my bank balance,check_balance
check my visa account and see if i have enough money for dinner tonight,check_balance
what is my checking account balance at chase,check_balance
how much is available in my savings account,check_balance
what is my bank balance,check_balance
could you tell me what my checking account balance is,check_balance
what's my checking account balance,check_balance
can you tell me my current bank accounts balance,check_balance
i wanna know the balance of my bank of american account,check_balance
how much is the current balance in my td bank savings account,check_balance
what is the balance of my bank accounts,check_balance
how much money do i have in my account,check_balance
i wish to know the balance of my bank of american account,check_balance
what is my bank balance for all accounts,check_balance
i wanna know my bank balance,check_balance
how much is in savings,check_balance
tell me what i have in my money market account,check_balance
savings account balance at chase bank please,check_balance
what is in my bank accounts,check_balance
can you tell me how much cash i have,check_balance
how much total cash do i have in the bank,check_balance
do i have any cash left,check_balance
can the funds in my wells fargo account cover my lift tickets,check_balance
what is my current balance on my home equity line of credit,check_balance
what is the total of my bank accounts,check_balance
what what kind money is available in my bank accounts,check_balance
what is the available balance in savings,check_balance
i need to know my bank balance,check_balance
do i have enough in my chase account for a plane ticket,check_balance
how much money is left in my bank accounts,check_balance
check chase bank for my checking balance,check_balance
what is my balance,check_balance
what is my savings account balance,check_balance
what's the balance on my bank account,check_balance
i want my checking balance at chase,check_balance
please tell me my bank balance,check_balance
what are my coffers at,check_balance
tell me the current balance of my bank accounts,check_balance
what's my current bank account total,check_balance
how much do i have in my bank accounts,check_balance
what's the balance in my bank accounts,check_balance
what do i have in my bank accounts right now,check_balance
is there enough in my wells fargo account to buy some nike's,check_balance
do i have enough in my wells fargo account to get some nike's,check_balance
do i have money in my wells fargo account for nike's,check_balance
"i want some nike's, is there enough in my wells fargo account",check_balance
check my wells fargo account to see if i have enough for these nike's,check_balance
would you tell me my bank balance,check_balance
can you tell me my bank balance,check_balance
will you let me know my bank balance,check_balance
will you tell me my bank balance,check_balance
how much money is there in my bank accounts,check_balance
how much money do i have in my various bank accounts,check_balance
how much cash do i have in my various bank accounts,check_balance
how much cash do i have in my bank accounts,check_balance
how much dough do i have in my bank accounts,check_balance
whats the combined total of the money inside my bank accounts,check_balance
whats my bank accounts look like,check_balance
how much moola is in my bank accounts,check_balance
what the numerical number inside my bank accounts,check_balance
how much does my bank account have,check_balance
tell me the current account balance,check_balance
check my checking balance,check_balance
how much do i have left in my checking account,check_balance
what's my checking look like,check_balance
how much do i have in my savings account,check_balance
do i have more than $100 in my pnc account,check_balance
what's my pnc balance,check_balance
how much is in my pnc account,check_balance
how much money do i have in my pnc account,check_balance
what is the balance in my pnc account,check_balance
can i get beer within my deposit account,check_balance
is there enough in my savings account to get a new tv,check_balance
could be there be a good amount of money in my checking account to go on a vacation,check_balance
can i afford a new tv from my savings account,check_balance
will i have enough to get a new roku with my savings account,check_balance
do you think i have enough money in my chase account for a new pair of sneakers,check_balance
i hope i have enough money in my chase account to buy new clothes,check_balance
i am not sure if i have enough money in my chase account to buy a new dress,check_balance
i wonder if i have enough money in my chase account for a bike,check_balance
i keep trying to figure out if i have enough money in my chase account to purchase a new set of tires,check_balance
please tell me how much money i have in my bank accounts,check_balance
i need to know how much money i have in all of my bank accounts,check_balance
how much money is in all of my bank accounts,check_balance
how much money is in my bank accounts,check_balance
can you tell me how much money i have i my bank accounts,check_balance
it looks like someone made an unauthorized amazon purchase on my account,report_fraud
turns out i made a fraudulent transaction,report_fraud
someone misused my card and put fraudulent transactions on it,report_fraud
"i need to report fraudulent activity on my visa card, please",report_fraud
looks like someone made an unauthorized charge to nike on my account,report_fraud
i think the charge for uber on my account is fraudulent,report_fraud
"""please contact my credit card company to report fraudulent activity on",report_fraud
i think someone stole my card and used it,report_fraud
i think someone made an illegal charge to my card,report_fraud
i have detected fraudulent activity on my account,report_fraud
there seems to be fraudulent activity,report_fraud
i suspect some suspicious activity,report_fraud
i'm afraid there is a false transaction on my account,report_fraud
i think my chase account has been compromised and fraud committed,report_fraud
report fraudulent activity on my debit card,report_fraud
my card has purchases i don't recognize,report_fraud
i think i've been the victim of fraud,report_fraud
i see a purchase on my chase checking that i did not make,report_fraud
i spotted a fraudulent transaction from microsoft on my account,report_fraud
there is an unauthorized transaction on my bank of america checking,report_fraud
this costco charge looks fraudulent,report_fraud
i have suspicious charges on my discovery card,report_fraud
"i want to report fraudulent activity on my amex card, please",report_fraud
"""i need to report fraudulent activity to my card company",report_fraud
so i made a fraudulent transaction,report_fraud
how do i let visa know about a charge i didn't make,report_fraud
how do i report fraud on my discover card,report_fraud
it seems someone conducted a fraudulent transaction on my account,report_fraud
i have a fraudulent transaction from fry's on my account,report_fraud
i have a fraudulent transaction from red robin on my account,report_fraud
my account has a fraudulent transaction i think,report_fraud
can you report credit card fraud for me,report_fraud
i need to talk to someone about a transaction that was not made by me on my chase account,report_fraud
i see a suspicious transaction in my account history,report_fraud
i need to report some fraudulent card activity,report_fraud
i suspect fraudulent transaction,report_fraud
please report information about activity on my credit card,report_fraud
i have charges on my amex card i didn't make,report_fraud
how do i report a fraudulent charge on my visa,report_fraud
can you help me deal with this fraudulent transaction from verizon on my account,report_fraud
i think there's fraud on my account,report_fraud
i'm reporting fraudelent activity on my card,report_fraud
i have a fraudulent transaction from wal mart on my account,report_fraud
i need to report a fraudulent transaction from postmates on my account,report_fraud
"i want to report fraudulent activity on my visa card, please",report_fraud
i'm pretty sure this charge from sam's club is fraudulent,report_fraud
send fraudulent activity information,report_fraud
i believe there are fraudulent charges on my card how can i report them,report_fraud
there are some questionable charges on my card,report_fraud
i have activity on my bank of america card i don't recognize,report_fraud
i want to report fraudulent activity on my navy federal card,report_fraud
i would like to report fraudulent activity on my chase card,report_fraud
i need to report fraudulent activity on my usaa card,report_fraud
i have to report fraudulent activity on my bank of the west card,report_fraud
i have to report fraudulent activity the bank of america card,report_fraud
i seem to have a purchase that i didn't make from olive garden on my account,report_fraud
my online bill has some items that i didn't purchase from penneys,report_fraud
my account shows a transaction that i didn't make from foot locker,report_fraud
my bill shows a purchase from payless shoes but i didn't buy anything,report_fraud
i have some charges on my account from old navy that aren't mine,report_fraud
this charge is bs,report_fraud
i have a bogus transaction from amazon on my account,report_fraud
i have a fraudulent buy from dave's video on my account,report_fraud
i have a crap transaction from guitar center on my account,report_fraud
i think this transaction is bogus,report_fraud
i don't remember buying this,report_fraud
i have a bs transaction from ebay on my account,report_fraud
i've got a fraudulent purchase from kayak on my account,report_fraud
do i have a fraudulent transaction on my account,report_fraud
i'm pretty sure i have a fraudulent transaction on my account,report_fraud
there's a false charge on my account from mcdonald's,report_fraud
i think there's a fraudulent charge from mcdonald's on my account,report_fraud
i think someone jacked my bank account,report_fraud
i saw suspicious activity on my bank account,report_fraud
someone else used my account to buy stuff from mcdonald's,report_fraud
there's a messed up transaction on my account from mcdonald's,report_fraud
i saw a fraudulent transaction,report_fraud
i have a false charge on my account from mcdonald's,report_fraud
who do i contact to report fraud on my visa,report_fraud
there has been unauthorized use of my visa,report_fraud
contact the bank about fraud activity on my card,report_fraud
i need to talk to someone about a fraudulent activity on my card,report_fraud
i need to report unauthorized activity on my card,report_fraud
"looks like my card is being used by someone else, report it",report_fraud
"there's something fishy on my card, report it",report_fraud
how do i report fraud on my chase bank card,report_fraud
"someone is charging my card for playstations, and it's not me! what do i do!",report_fraud
help! i'm a victim of credit card fraud!,report_fraud
i want to report fraud on my american express,report_fraud
where do i report fraud on my credit card,report_fraud
i want to report fraudulent activity on my mastercard,report_fraud
i want to report fraudulent activity on my quicksilver card,report_fraud
i want to report fraudulent activity on my capital one,report_fraud
i want to report fraudulent activity on my discover card,report_fraud
i want to report fraudulent activity on my visa,report_fraud
"i think there has been a fraud on my black visa card, can i report it",report_fraud
can you assist me on my fradulent activity on my chase card,report_fraud
an unauthorized transactions has been made on my gap card and i need to report it,report_fraud
"is there anyway, i can report a suspicious activity on my citi card",report_fraud
"i would like to report a fraud on my wells fargo card, please",report_fraud
can you call mom,call_contact
i must call dr smith,call_contact
bella needs to be called,call_contact
it's necessary to call michael,call_contact
can you call russell,call_contact
call sandra right now,call_contact
call work,call_contact
phone christie,call_contact
call friend,call_contact
i am going to call the landlord,call_contact
place a call to bill now,call_contact
call someone,call_contact
dial someone's phone number,call_contact
give liz a call,call_contact
call mark,call_contact
connect me to bob,call_contact
call mymother,call_contact
initiate a phone call with receptionist,call_contact
call erryn,call_contact
it's time for me to call drew,call_contact
x is waiting for me to call,call_contact
use my phone to dial work,call_contact
call my mother,call_contact
call robby for me,call_contact
call robby,call_contact
i want to talk to sarah,call_contact
dial x's phone please,call_contact
put me on a call to sally,call_contact
dial steven,call_contact
can you make a phone call to roger,call_contact
call jim,call_contact
can you call my mom,call_contact
i want you to call bella,call_contact
please phone lizzy,call_contact
dial lisa's cell phone number,call_contact
i must call roderick,call_contact
phone sarah,call_contact
please make a phone call to christopher,call_contact
phone lobby,call_contact
call someone for me,call_contact
can you call a taxi,call_contact
can i call a restaurant,call_contact
call home,call_contact
would you give jenny a call,call_contact
i have to call jane,call_contact
please dial david now,call_contact
i want to make a call to uncle,call_contact
please dial christie's number,call_contact
phone call secretary,call_contact
i will be calling hr,call_contact
i need to call my dad,call_contact
i need to call my friend,call_contact
i need to call my coworker,call_contact
i need to call my mom,call_contact
i need to call my boss,call_contact
i need you to call the phone company for me,call_contact
make a call for me to the vet,call_contact
dial up dominos pizza,call_contact
call my doctor,call_contact
get mom on the phone,call_contact
please make a call to stefan larson,call_contact
use phone to call alexa,call_contact
"computer, call alexa",call_contact
"computer, place a call to alexa",call_contact
can you call alexa,call_contact
call alexa at home,call_contact
i would like to make a call to sal,call_contact
i would like to make a phone call,call_contact
can i make a phone call,call_contact
i need to make a call,call_contact
i need you to phone sal,call_contact
i need to call sal,call_contact
i have to make a phone call,call_contact
i have to use the phone to make a call,call_contact
could you call sal,call_contact
call sal,call_contact
x needs to be called by me,call_contact
call to mom,call_contact
call mom,call_contact
dial her up,call_contact
call alex,call_contact
please call mark,call_contact
i want to call mark,call_contact
let me call mark,call_contact
can we call mark,call_contact
call back my mom please,call_contact
start a call to cynthia,call_contact
i want to call up jan,call_contact
can you get a call started to martha,call_contact
please call felicity,call_contact
please initiate a phone call to my boss,call_contact
initiate a call to robert,call_contact
dial the last number that called me,call_contact
call contact aj,call_contact
call aj now,call_contact
call aj,call_contact
call aj please,call_contact
call my friend aj,call_contact
can you call michelle on the home phone,call_contact
"siri, call jacob",call_contact
"how are you doing today, ai",greeting
"why, hello bandit",greeting
just wanted to say hi,greeting
hey what's up,greeting
hey how's it hanging,greeting
how are things with you,greeting
are you doing okay,greeting
how are you today,greeting
have you been good,greeting
"howdy, what's new",greeting
how is your day,greeting
"hey, ai",greeting
"hello, friend",greeting
ai how are you doing today,greeting
can you tell me how you're doing today,greeting
how are things going,greeting
greetings to you,greeting
how's it going with you,greeting
hi there alexa,greeting
are you doing ok,greeting
how're you doing,greeting
"ai, how are you feeling",greeting
hi how is everything,greeting
how have you been,greeting
"yo, hows it going",greeting
hey there fellow,greeting
"hello, anyone there",greeting
what's going on,greeting
hola,greeting
"wake up, ai",greeting
what's up,greeting
is everything ok with you,greeting
hi! are you doing okay,greeting
how've you been feeling,greeting
how is it going,greeting
whats up with you,greeting
is everything going okay,greeting
aloha,greeting
"hello, ai",greeting
ahoy hoy,greeting
how are things for you,greeting
whats up,greeting
how is life treating you,greeting
how is my ai doing,greeting
hi ai,greeting
how is everything going,greeting
good evening,greeting
"hello, how are you",greeting
hello siri,greeting
bonjour,greeting
how are you doing,greeting
are you okay,greeting
what are you feeling today,greeting
is everything ok today,greeting
are you doing alright,greeting
"hello, how's your day",greeting
"hey there, how are you today",greeting
"hello, how is it going",greeting
"hi there, how are you doing",greeting
"hey, how are you",greeting
"hey, what's up",greeting
"hello, how are you doing",greeting
"hi, how are you",greeting
"hi, how are you today",greeting
"hello, how are things",greeting
hey there,greeting
"hey, what's new",greeting
it is good to see you,greeting
i'd like to know how you are doing,greeting
hello there,greeting
tell me how you are doing,greeting
"hello there, good morning",greeting
let me know how you are doing,greeting
well hi there,greeting
i want to know how you are doing,greeting
i need to know how you are doing today,greeting
hello there ai,greeting
will you tell me how the ai is doing,greeting
would you tell me how the ai is doing,greeting
hola!,greeting
how ya doin,greeting
how ya been,greeting
hows are ya,greeting
heyo,greeting
are you good,greeting
how is it going my friend,greeting
how you are,greeting
tell me how are you,greeting
hi what's up,greeting
hey how's it going,greeting
"hi, ai",greeting
"good morning, ai",greeting
how've you been,greeting
wassup,greeting
hey,greeting
hiya,greeting
how's it hanging,greeting
hi,greeting
nice to speak with you,goodbye
ai goodbye,goodbye
i had fun speaking with you,goodbye
peace,goodbye
"later, thanks for chatting",goodbye
it was good chatting,goodbye
"it was great to see you again, see ya later!",goodbye
talk later,goodbye
see you around,goodbye
i have to go ai goodbye,goodbye
bye now,goodbye
i’ll be leaving now,goodbye
i have to go but it was nice talking again!,goodbye
"i had a pleasure talking to you, see you later",goodbye
it was great chatting with you,goodbye
it was pleasant having a conversation with you,goodbye
nice to see you,goodbye
have a good one,goodbye
"syonara, ai device!",goodbye
i must say goodbye,goodbye
glad we got to talk,goodbye
adios,goodbye
it was cool talking with you,goodbye
"see you later, alligator",goodbye
it was good to talk to you today,goodbye
"goodbye, helpful ai device!",goodbye
tootles,goodbye
cya later,goodbye
it was nice chatting with you,goodbye
ill see you around,goodbye
see you in a while,goodbye
bye!,goodbye
"thanks for chatting, later",goodbye
bye for now,goodbye
i'm glad i got to talk to you,goodbye
i have to say goodbye,goodbye
"nice talking again, bye",goodbye
i'm out of here,goodbye
it was enjoyable to chat with you,goodbye
see you again soon,goodbye
later gator!,goodbye
adios!,goodbye
good night,goodbye
it was nice to catch up with you,goodbye
take it easy!,goodbye
see ya,goodbye
farewell!,goodbye
catch you around,goodbye
this was a great conversation,goodbye
good speaking to you,goodbye
it was really awesome to talk to you,goodbye
it was great to speak with you,goodbye
it was great to talk to you,goodbye
bye bye then,goodbye
it was very good to talk to you,goodbye
good bye then,goodbye
bye,goodbye
regards,goodbye
catch you later,goodbye
"great talk, thanks",goodbye
later,goodbye
goodbye,goodbye
see you later,goodbye
"enjoy your day, goodbye",goodbye
thank you goodbye,goodbye
"have a good day, bye",goodbye
that will be all have a nice day!,goodbye
"i enjoyed talking to you, bye",goodbye
it was great talking to you,goodbye
nice seeing you bye,goodbye
it was nice to chat,goodbye
it was a pleasure talking to you,goodbye
ok good chatting goodbye,goodbye
thanks bye bye!,goodbye
"that's all i need, i'm going now",goodbye
"talk to you soon, bye!",goodbye
"thanks for your help, goodbye!",goodbye
good bye,goodbye
signing off,goodbye
see ya!,goodbye
"this was fun, see you around bye",goodbye
until next time,goodbye
"i enjoyed our talk, bye",goodbye
this was a nice chat,goodbye
i enjoyed speaking with you,goodbye
peace out!,goodbye
"this was a nice chat, goodbye",goodbye
this was a nice conversation,goodbye
"good talk, see you later",goodbye
it was lovely to speak with you,goodbye
"it was lovely to speak with you, bye bye",goodbye
"thank you for the chat, goodbye",goodbye
"a pleasure as always to speak with you, bye",goodbye
"thank you for chatting with me, bye",goodbye
"i enjoyed our talk, goodbye",goodbye
"it was a pleasure talking to you, goodbye now",goodbye
farewell,goodbye
goodnight,goodbye
have a good day,goodbye
thanks a lot for the answer,thank_you
your answer is appreciated,thank_you
i'm grateful for the answer you just gave me,thank_you
much obliged,thank_you
thank you!,thank_you
thanks for the help!,thank_you
thanks please,thank_you
your answer was enjoyable,thank_you
"awesome, thanks",thank_you
okay thanks,thank_you
you were so kind to do that,thank_you
you are so nice to think of me,thank_you
really great!,thank_you
i thank you,thank_you
good looking out,thank_you
gracias,thank_you
i'm grateful to you,thank_you
thank you for your time,thank_you
"that'll work, good job!",thank_you
thanks for letting me know,thank_you
i am thankful for your help!,thank_you
"good answer, thanks for providing it",thank_you
i can not thank you enough,thank_you
appreciate the help,thank_you
thanks for helping out,thank_you
thank you for helping me,thank_you
i appreciate you helping me,thank_you
thanks for your cooperation,thank_you
your answer was good,thank_you
you are so thoughtful and i appreciate your gesture,thank_you
i'm so glad you helped me!,thank_you
i appreciate what you did,thank_you
i wish you were here earlier,thank_you
you did a good job thank you,thank_you
merci beaucoup,thank_you
i'm grateful,thank_you
thank you for the information,thank_you
thanks so much!,thank_you
thank ya!,thank_you
i want to thank you for helping,thank_you
thank you very much for the assistance,thank_you
youre a doll,thank_you
i'm grateful for the assistance,thank_you
thanks again!,thank_you
thank you kindly,thank_you
thanks for helping me!,thank_you
thank you,thank_you
thanks for answering my question,thank_you
i owe you one!,thank_you
i have much gratitude for your help,thank_you
thank you ever so much for that!,thank_you
you’re the best thanks so much!,thank_you
thanks for helping,thank_you
i am grateful for the help,thank_you
thank you for the heip,thank_you
i apprecaite the help from you,thank_you
thanks that was really helpful,thank_you
thank you for your time and trying to help,thank_you
thank you for your assistance,thank_you
thanks for all your help,thank_you
thanks for trying,thank_you
many thank,thank_you
thanks a million,thank_you
thank a bunch,thank_you
i appeciate it,thank_you
i would like to thank you ai,thank_you
"ai you have given me so much information, thank you",thank_you
thanks so much ai,thank_you
thank you ai for everything you do,thank_you
"ai is a helpful item to have in my home, thank you",thank_you
"that answer was very helpful, thanks",thank_you
"great, thanks!",thank_you
thanks for your help!,thank_you
thanks so much,thank_you
thanks for that answer,thank_you
thank you for that reply,thank_you
thanks for the reply,thank_you
thanks for that response,thank_you
thank you for that response,thank_you
that you so much for the help,thank_you
thanks for helping me,thank_you
thanks for helping me out today,thank_you
thanks for the assist,thank_you
thank you for the help,thank_you
thanks for your help,thank_you
thank you for your help,thank_you
i'm thankful for your help,thank_you
i am glad that you did that,thank_you
i owe you one,thank_you
i appreciate you doing that,thank_you
appreciated,thank_you
i am happy you did that for me,thank_you
"thanks, you've helped me",thank_you
"thanks, i appreciate it",thank_you
i'm thankful,thank_you
you have my gratitude,thank_you
you've been a big help,thank_you
special thanks to you,thank_you
you have my sincere gratitude,thank_you
indeed,yes
"yes, that is right",yes
that statement was correct,yes
that is true,yes
sure thing,yes
that seems true,yes
uh-huh,yes
that would be true,yes
yes that's it,yes
"yep, that's right",yes
i think it's true,yes
"yeah that's right, so true",yes
"yes, that's accurate",yes
"yes, that is a fact",yes
"yep, that's true",yes
yes that is correct,yes
yeap,yes
true,yes
"yes, that's correct",yes
that will be true,yes
do that,yes
"yeah, that's how it is",yes
yes you are correct,yes
that is right,yes
the answer to that is a resounding yes,yes
i think that's true,yes
confirm,yes
that's the truth,yes
that is accurate,yes
absolutely!,yes
is is very much true,yes
its a for sure true,yes
the answer to that is affirmative,yes
it is a true,yes
"affirmative, go ahead",yes
true is my response,yes
that is affirmative,yes
i believe that's true,yes
of course,yes
what you just said is true,yes
that would be great,yes
exactly right,yes
"correct, that's true",yes
"yeah, that's right",yes
that is a fact,yes
it is true,yes
yes i am,yes
my response to that is yes,yes
i will say yes as my response,yes
my answer to your question is yes,yes
yes is my answer,yes
"yes, ai, that is correct",yes
that's true,yes
that's correct,yes
that checks out,yes
affirmative,yes
"yes, that is factual",yes
"yes, that happens to be correct",yes
that would be correct,yes
thats right,yes
"yes, this is true",yes
sure,yes
okay,yes
definitely,yes
roger that,yes
i agree,yes
absolutely,yes
you're right,yes
"yes, that's right",yes
please let's do it,yes
yes please,yes
can we please,yes
"yes, please",yes
10-4,yes
ya,yes
yup,yes
great,yes
that's definitely true,yes
"yup, that's true",yes
"yes, that is true for sure",yes
i know that is true,yes
"true, most definitely",yes
facts,yes
you are not wrong about that,yes
that makes sense as well,yes
you are correct,yes
agreed,yes
accepted,yes
confirmed,yes
approved,yes
i want you to know it's a true statement,yes
i know that the statement is true,yes
this is a true statement,yes
the statement is true,yes
i'm telling you this is a true statement,yes
that's a yes,yes
affirmitive,yes
that's completely false,no
that's not true,no
"that's not right, so no",no
nope,no
no way!,no
no don't do that!,no
i think not,no
that's a negative,no
i say negative,no
that’s actually wrong,no
"no, that can't be right",no
definitely not,no
that is not true,no
